"China","India","Japan","United.States"
293.334145186791,148.175521980549,474.875035668707,1548.34914806032
293.741453780353,148.13319238696,474.658466497293,1548.48946544221
294.556070967475,148.048533199781,474.225328154464,1548.770100206
295.777996748159,147.921544419012,473.575620640221,1549.19105235168
297.407231122403,147.752226044654,472.709343954564,1549.75232187925
299.443774090209,147.540578076707,471.626498097492,1550.45390878871
301.887625651577,147.28660051517,470.327083069007,1551.29581308007
304.738785806505,146.990293360044,468.811098869107,1552.27803475332
307.997254554995,146.651656611328,467.078545497793,1553.40057380846
311.663031897046,146.270690269023,465.129422955065,1554.6634302455
315.736117832658,145.847394333128,462.963731240922,1556.06660406443
320.216512361831,145.381768803644,460.581470355365,1557.61009526525
325.104215484565,144.87381368057,457.982640298394,1559.29390384797
329.621852202002,144.551310564335,455.816503518274,1561.30820148508
333.76942251414,144.41425945494,454.083060015004,1563.65298817658
337.54692642098,144.462660352384,452.782309788586,1566.32826392248
340.954363922522,144.696513256667,451.914252839019,1569.33402872278
343.991735018766,145.11581816779,451.478889166303,1572.67028257747
346.659039709712,145.720575085752,451.476218770437,1576.33702548655
348.95627799536,146.510784010553,451.906241651423,1580.33425745004
350.883449875709,147.486444942193,452.768957809259,1584.66197846791
352.440555350761,148.647557880673,454.064367243945,1589.32018854018
353.627594420514,149.994122825992,455.792469955484,1594.30888766685
354.444567084969,151.52613977815,457.953265943873,1599.62807584791
354.891473344126,153.243608737147,460.546755209112,1605.27775308337
355.585954801766,154.988083793559,462.7614826736,1610.51866239941
356.528011457888,156.759564947384,464.597448337334,1615.35080379604
357.717643312495,158.558052198623,466.054652200317,1619.77417727327
359.154850365583,160.383545547277,467.133094262547,1623.78878283108
360.839632617155,162.236044993344,467.832774524025,1627.39462046948
362.77199006721,164.115550536826,468.153692984751,1630.59169018848
364.951922715748,166.022062177721,468.095849644725,1633.37999198806
367.379430562769,167.955579916031,467.659244503946,1635.75952586823
370.054513608272,169.916103751754,466.843877562415,1637.73029182899
372.977171852259,171.903633684892,465.649748820132,1639.29228987034
376.147405294729,173.918169715443,464.076858277096,1640.44551999228
379.565213935682,175.959711843409,462.125205933308,1641.18998219481
382.661963354498,177.763766141697,460.320704891934,1641.78616178467
385.437653551177,179.330332610306,458.663355152973,1642.23405876186
387.89228452572,180.659411249237,457.153156716427,1642.53367312638
390.025856278127,181.75100205849,455.790109582293,1642.68500487822
391.838368808397,182.605105038065,454.574213750574,1642.6880540174
393.32982211653,183.221720187962,453.505469221268,1642.54282054391
394.500216202527,183.60084750818,452.583875994375,1642.24930445774
395.349551066387,183.742486998721,451.809434069896,1641.8075057589
395.87782670811,183.646638659583,451.182143447831,1641.2174244474
396.085043127697,183.313302490767,450.702004128179,1640.47906052322
395.971200325148,182.742478492273,450.369016110942,1639.59241398637
395.536298300461,181.9341666641,450.183179396117,1638.55748483685
395.439035975159,181.273176916127,449.896121119842,1637.71232156171
395.67941334924,180.759509248351,449.507841282116,1637.05692416095
396.257430422705,180.393163660774,449.018339882938,1636.59129263457
397.173087195554,180.174140153395,448.42761692231,1636.31542698257
398.426383667787,180.102438726215,447.73567240023,1636.22932720495
400.017319839403,180.178059379233,446.9425063167,1636.33299330171
401.945895710403,180.40100211245,446.048118671718,1636.62642527285
404.212111280787,180.771266925865,445.052509465285,1637.10962311837
406.815966550555,181.288853819478,443.955678697401,1637.78258683828
409.757461519706,181.95376279329,442.757626368066,1638.64531643256
413.036596188241,182.7659938473,441.45835247728,1639.69781190122
416.65337055616,183.725546981508,440.057857025043,1640.94007324426
420.17560102563,184.643634737979,438.938533347446,1642.14032293328
423.603287596649,185.520257116711,438.10038144449,1643.29856096827
426.93643026922,186.355414117705,437.543401316173,1644.41478734923
430.175029043341,187.149105740961,437.267592962497,1645.48900207617
433.319083919012,187.901331986478,437.272956383462,1646.52120514909
436.368594896233,188.612092854257,437.559491579067,1647.51139656797
439.323561975005,189.281388344299,438.127198549313,1648.45957633284
442.183985155328,189.909218456602,438.976077294198,1649.36574444367
444.949864437201,190.495583191166,440.106127813724,1650.22990090048
447.621199820624,191.040482547993,441.517350107891,1651.05204570327
450.197991305598,191.543916527081,443.209744176697,1651.83217885202
452.680238892122,192.005885128431,445.183310020144,1652.57030034675
455.827492746422,192.542519018899,446.833865045727,1653.84717783031
459.639752868498,193.153818198483,448.161409253445,1655.66281130268
464.117019258351,193.839782667185,449.165942643298,1658.01720076388
469.259291915979,194.600412425004,449.847465215287,1660.9103462139
475.066570841383,195.43570747194,450.205976969412,1664.34224765274
481.538856034563,196.345667807994,450.241477905672,1668.31290508041
488.676147495519,197.330293433164,449.953968024068,1672.82231849689
496.478445224252,198.389584347452,449.3434473246,1677.8704879022
504.94574922076,199.523540550857,448.409915807267,1683.45741329633
514.078059485044,200.732162043379,447.15337347207,1689.58309467928
523.875376017105,202.015448825018,445.573820319008,1696.24753205105
534.337698816941,203.373400895775,443.671256348082,1703.45072541165
543.751505216105,204.543373325015,442.011213852345,1710.00463025504
552.116795214596,205.525366112737,440.593692831799,1715.90924658124
559.433568812413,206.319379258943,439.41869328644,1721.16457439023
565.701826009557,206.925412763631,438.486215216271,1725.77061368203
570.921566806027,207.343466626802,437.796258621291,1729.72736445662
575.092791201825,207.573540848456,437.3488235015,1733.03482671401
578.21549919695,207.615635428593,437.143909856899,1735.6930004542
580.289690791402,207.469750367213,437.181517687488,1737.70188567718
581.31536598518,207.135885664316,437.461646993265,1739.06148238297
581.292524778285,206.614041319902,437.984297774232,1739.77179057156
580.221167170718,205.904217333971,438.749470030388,1739.83281024295
578.101293162477,205.006413706523,439.757163761733,1739.24454139713
576.586154002468,204.334530735753,440.568845236402,1738.55156055952
575.675749690689,203.888568421662,441.184514454393,1737.75386773011
575.370080227143,203.668526764249,441.604171415708,1736.8514629089
575.669145611828,203.674405763514,441.827816120346,1735.8443460959
576.572945844743,203.906205419458,441.855448568307,1734.73251729109
578.081480925891,204.36392573208,441.687068759591,1733.51597649449
580.19475085527,205.04756670138,441.322676694198,1732.19472370609
582.91275563288,205.957128327359,440.762272372128,1730.7687589259
586.235495258721,207.092610610016,440.005855793381,1729.2380821539
590.162969732794,208.454013549352,439.053426957958,1727.60269339011
594.695179055098,210.041337145366,437.904985865858,1725.86259263452
599.832123225634,211.854581398058,436.56053251708,1724.01777988713
604.816365319376,213.640106610892,435.236950405416,1722.59591063222
609.647905336325,215.397912783867,433.934239530865,1721.59698486977
614.32674327648,217.127999916983,432.652399893427,1721.02100259979
618.852879139841,218.83036801024,431.391431493102,1720.86796382228
623.226312926409,220.505017063639,430.15133432989,1721.13786853724
627.447044636183,222.151947077179,428.932108403791,1721.83071674468
631.515074269164,223.77115805086,427.733753714805,1722.94650844458
635.430401825351,225.362649984682,426.556270262932,1724.48524363694
639.193027304745,226.926422878646,425.399658048172,1726.44692232178
642.802950707344,228.462476732751,424.263917070526,1728.83154449909
646.26017203315,229.970811546997,423.149047329992,1731.63911016887
649.564691282163,231.451427321384,422.055048826571,1734.86961933112
652.555869391942,232.855858541,420.950285985063,1736.87190828656
655.233706362487,234.184105205843,419.834758805467,1737.64597703519
657.598202193799,235.436167315914,418.708467287783,1737.19182557701
659.649356885878,236.612044871213,417.571411432011,1735.50945391202
661.387170438723,237.71173787174,416.423591238152,1732.59886204022
662.811642852334,238.735246317495,415.265006706205,1728.4600499616
663.922774126712,239.682570208478,414.09565783617,1723.09301767618
664.720564261857,240.553709544689,412.915544628048,1716.49776518396
665.205013257768,241.348664326128,411.724667081838,1708.67429248492
665.376121114446,242.067434552795,410.52302519754,1699.62259957907
665.23388783189,242.71002022469,409.310618975155,1689.34268646641
664.778313410101,243.276421341813,408.087448414682,1677.83455314694
664.651659096413,243.819331229634,406.588444182933,1666.75818988024
664.853924890827,244.338749888152,404.813606279908,1656.11359666632
665.38511079334,244.834677317368,402.762934705607,1645.90077350516
666.245216803955,245.307113517281,400.43642946003,1636.11972039677
667.43424292267,245.756058487891,397.834090543176,1626.77043734115
668.952189149487,246.181512229199,394.955917955046,1617.85292433829
670.799055484404,246.583474741205,391.80191169564,1609.36718138821
672.974841927421,246.961946023908,388.372071764958,1601.3132084909
675.47954847854,247.316926077308,384.666398163,1593.69100564635
678.31317513776,247.648414901406,380.684890889765,1586.50057285458
681.47572190508,247.956412496201,376.427549945254,1579.74191011557
684.967188780502,248.240918861694,371.894375329468,1573.41501742934
688.623781253322,248.60100992918,367.923034345458,1568.16502775556
692.445499323542,249.036685698659,364.513526993226,1563.99194109425
696.43234299116,249.547946170131,361.665853272771,1560.8957574454
700.584312256179,250.134791343596,359.380013184094,1558.87647680901
704.901407118596,250.797221219054,357.656006727194,1557.93409918509
709.383627578413,251.535235796506,356.493833902071,1558.06862457363
714.030973635629,252.34883507595,355.893494708725,1559.28005297463
718.843445290243,253.238019057388,355.854989147157,1561.56838438809
723.821042542258,254.202787740818,356.378317217366,1564.93361881401
728.963765391672,255.243141126242,357.463478919353,1569.3757562524
734.271613838484,256.359079213659,359.110474253117,1574.89479670325
739.744587882697,257.550602003069,361.319303218658,1581.49074016656
745.019603361421,258.646739020179,363.239960536124,1587.26261354691
750.096660274658,259.647490264991,364.872446205515,1592.21041684429
754.975758622407,260.552855737503,366.216760226829,1596.33415005871
759.656898404668,261.362835437716,367.272902600068,1599.63381319016
764.14007962144,262.077429365629,368.040873325231,1602.10940623865
768.425302272724,262.696637521242,368.520672402319,1603.76092920417
772.51256635852,263.220459904557,368.71229983133,1604.58838208672
776.401871878828,263.648896515572,368.615755612266,1604.59176488631
780.093218833649,263.981947354287,368.231039745126,1603.77107760294
783.586607222981,264.219612420703,367.558152229911,1602.12632023659
786.882037046825,264.36189171482,366.59709306662,1599.65749278729
789.979508305182,264.408785236638,365.347862255254,1596.36459525501
793.08384069016,264.613020033701,364.493739533003,1592.91946481092
796.195034201759,264.974596106011,364.034724899868,1589.32210145502
799.313088839979,265.493513453567,363.97081835585,1585.5725051873
802.438004604821,266.169772076369,364.302019900946,1581.67067600776
805.569781496284,267.003371974417,365.028329535159,1577.61661391641
808.708419514368,267.994313147711,366.149747258488,1573.41031891323
811.853918659073,269.142595596252,367.666273070933,1569.05179099825
815.006278930399,270.448219320038,369.577906972494,1564.54103017144
818.165500328348,271.911184319071,371.88464896317,1559.87803643282
821.331582852917,273.53149059335,374.586499042963,1555.06280978238
824.504526504108,275.309138142875,377.683457211871,1550.09535022013
827.684331281919,277.244126967646,381.175523469896,1544.97565774606
830.964580421185,278.981078078967,384.209717323485,1540.83689104851
834.345273921906,280.519991476839,386.78603877264,1537.67905012748
837.826411784081,281.86086716126,388.90448781736,1535.50213498297
841.407994007709,283.003705132232,390.565064457645,1534.30614561498
845.090020592792,283.948505389754,391.767768693495,1534.0910820235
848.872491539329,284.695267933827,392.512600524911,1534.85694420855
852.75540684732,285.243992764449,392.799559951892,1536.60373217011
856.738766516766,285.594679881622,392.628646974437,1539.3314459082
860.822570547665,285.747329285345,391.999861592548,1543.0400854228
865.00681894002,285.701940975618,390.913203806224,1547.72965071392
869.291511693829,285.458514952441,389.368673615466,1553.40014178156
873.676648809091,285.017051215815,387.366271020272,1560.05155862572
878.086362666537,284.687237800963,385.379584596546,1566.02781975041
882.520653266167,284.469074707887,383.408614344286,1571.32892515561
886.97952060798,284.362561936584,381.453360263493,1575.95487484133
891.462964691975,284.367699487057,379.513822354167,1579.90566880757
895.970985518154,284.484487359304,377.590000616307,1583.18130705433
900.503583086515,284.712925553326,375.681895049914,1585.78178958161
905.060757397059,285.053014069122,373.789505654988,1587.70711638941
909.642508449787,285.504752906693,371.912832431529,1588.95728747773
914.248836244697,286.068142066038,370.051875379536,1589.53230284657
918.879740781791,286.743181547158,368.20663449901,1589.43216249593
923.535222061068,287.529871350053,366.377109789951,1588.65686642581
928.215280082527,288.428211474723,364.563301252358,1587.20641463621
932.792001247024,289.429946753501,362.856815142923,1586.27945498671
937.265385554555,290.535077186388,361.257651461643,1585.8759874773
941.635433005124,291.743602773384,359.765810208521,1585.996012108
945.90214359873,293.055523514489,358.381291383555,1586.63952887879
950.065517335371,294.470839409703,357.104094986746,1587.80653778968
954.125554215049,295.989550459026,355.934221018093,1589.49703884067
958.082254237763,297.611656662458,354.871669477597,1591.71103203176
961.935617403514,299.337158019999,353.916440365258,1594.44851736295
965.685643712301,301.166054531648,353.068533681076,1597.70949483423
969.332333164125,303.098346197407,352.32794942505,1601.49396444562
972.875685758986,305.134033017274,351.694687597181,1605.8019261971
976.315701496883,307.273114991251,351.168748197468,1610.63338008868
979.808881830409,309.480529866705,350.599334934159,1615.06327817955
983.355226759565,311.756277643636,349.986447807254,1619.0916204697
986.95473628435,314.100358322045,349.330086816753,1622.71840695914
990.607410404762,316.512771901931,348.630251962654,1625.94363764786
994.313249120804,318.993518383295,347.886943244959,1628.76731253587
998.072252432474,321.542597766135,347.100160663667,1631.18943162316
1001.88442033977,324.160010050454,346.269904218779,1633.20999490974
1005.7497528427,326.84575523625,345.396173910294,1634.8290023956
1009.66824994126,329.599833323523,344.478969738213,1636.04645408074
1013.63991163545,332.422244312273,343.518291702535,1636.86234996517
1017.66473792526,335.312988202501,342.514139803261,1637.27669004889
1021.74272881071,338.272064994207,341.46651404039,1637.28947433189
1025.90835272411,341.155743715342,340.470605175648,1637.45463973945
1030.16160966548,343.964024365908,339.526413209035,1637.77218627156
1034.5024996348,346.696906945903,338.63393814055,1638.24211392823
1038.93102263209,349.354391455328,337.793179970193,1638.86442270946
1043.44717865733,351.936477894183,337.004138697966,1639.63911261525
1048.05096771053,354.443166262468,336.266814323867,1640.5661836456
1052.7423897917,356.874456560183,335.581206847896,1641.6456358005
1057.52144490082,359.230348787328,334.947316270055,1642.87746907996
1062.38813303791,361.510842943903,334.365142590342,1644.26168348398
1067.34245420295,363.715939029908,333.834685808758,1645.79827901256
1072.38440839596,365.845637045342,333.355945925302,1647.4872556657
1077.51399561692,367.899936990207,332.928922939975,1649.32861344339
1082.40378108518,369.887151768363,332.45752119504,1651.30441522198
1087.05376480073,371.80728137981,331.941740690495,1653.41466100146
1091.46394676357,373.660325824549,331.381581426342,1655.65935078183
1095.6343269737,375.446285102578,330.777043402579,1658.0384845631
1099.56490543113,377.165159213899,330.128126619208,1660.55206234526
1103.25568213585,378.816948158511,329.434831076228,1663.20008412832
1106.70665708786,380.401651936413,328.69715677364,1665.98254991227
1109.91783028716,381.919270547607,327.915103711442,1668.89945969712
1112.88920173376,383.369803992093,327.088671889635,1671.95081348286
1115.62077142765,384.753252269869,326.21786130822,1675.13661126949
1118.11253936883,386.069615380937,325.302671967196,1678.45685305702
1120.3645055573,387.318893325296,324.343103866563,1681.91153884544
1122.67170033102,388.691186951713,323.497715287759,1685.71811905109
1125.03412368998,390.186496260188,322.766506230784,1689.87659367396
1127.45177563419,391.804821250719,322.149476695637,1694.38696271405
1129.92465616364,393.546161923308,321.646626682319,1699.24922617136
1132.45276527834,395.410518277955,321.25795619083,1704.4633840459
1135.03610297828,397.397890314659,320.983465221169,1710.02943633765
1137.67466926347,399.508278033421,320.823153773337,1715.94738304663
1140.3684641339,401.741681434241,320.777021847333,1722.21722417283
1143.11748758957,404.098100517118,320.845069443159,1728.83895971625
1145.92173963049,406.577535282053,321.027296560813,1735.8125896769
1148.78122025666,409.179985729045,321.323703200296,1743.13811405477
1151.69592946807,411.905451858095,321.734289361607,1750.81553284986
1154.59242937037,413.922441987973,321.718798236255,1755.0886104374
1157.47071996356,415.230956118681,321.277229824239,1755.9573468174
1160.33080124764,415.830994250217,320.40958412556,1753.42174198984
1163.17267322261,415.722556382581,319.115861140216,1747.48179595473
1165.99633588847,414.905642515773,317.396060868208,1738.13750871207
1168.80178924522,413.380252649794,315.250183309537,1725.38888026186
1171.58903329285,411.146386784643,312.678228464201,1709.2359106041
1174.35806803138,408.204044920321,309.680196332202,1689.67859973879
1177.1088934608,404.553227056827,306.256086913539,1666.71694766593
1179.8415095811,400.193933194162,302.405900208213,1640.35095438552
1182.5559163923,395.126163332325,298.129636216222,1610.58061989757
1185.25211389438,389.349917471316,293.427294937567,1577.40594420206
1188.05932048242,384.15593595715,289.268412299264,1549.28919319
1190.9775361564,379.544218789824,285.652988301311,1526.2303668614
1194.00676091634,375.514765969342,282.581022943709,1508.22946521625
1197.14699476222,372.067577495702,280.052516226459,1495.28648825456
1200.39823769406,369.202653368904,278.06746814956,1487.40143597633
1203.76048971185,366.919993588948,276.625878713012,1484.57430838155
1207.23375081559,365.219598155834,275.727747916814,1486.80510547022
1210.81802100528,364.101467069562,275.373075760968,1494.09382724235
1214.51330028093,363.565600330133,275.561862245473,1506.44047369793
1218.31958864252,363.611997937545,276.294107370329,1523.84504483697
1222.23688609006,364.240659891799,277.569811135535,1546.30754065946
1226.26519262356,365.451586192896,279.388973541094,1573.8279611654
1231.94364677797,367.505054027546,280.992796099589,1598.50781033413
1239.27224855328,370.401063395749,282.381278811021,1620.34708816563
1248.25099794951,374.139614297506,283.55442167539,1639.3457946599
1258.87989496665,378.720706732816,284.512224692697,1655.50392981696
1271.1589396047,384.144340701681,285.254687862942,1668.82149363679
1285.08813186366,390.410516204098,285.781811186123,1679.2984861194
1300.66747174354,397.519233240069,286.093594662242,1686.93490726478
1317.89695924432,405.470491809594,286.190038291298,1691.73075707294
1336.77659436602,414.264291912673,286.071142073292,1693.68603554388
1357.30637710863,423.900633549305,285.736906008222,1692.8007426776
1379.48630747214,434.379516719491,285.18733009609,1689.07487847409
1403.31638545658,445.70094142323,284.422414336896,1682.50844293337
1415.73046773348,453.362347824048,283.704817728275,1676.8283291584
1416.72855430287,457.363735921945,283.034540270229,1672.0345371492
1406.31064516474,457.70510571692,282.411581962755,1668.12706690576
1384.47674031908,454.386457208973,281.835942805856,1665.10591842809
1351.2268397659,447.407790398104,281.307622799529,1662.97109171617
1306.5609435052,436.769105284314,280.826621943777,1661.72258677002
1250.47905153697,422.470401867603,280.392940238599,1661.36040358963
1182.98116386122,404.511680147969,280.006577683994,1661.884542175
1104.06728047795,382.892940125414,279.667534279963,1663.29500252614
1013.73740138716,357.614181799938,279.375810026505,1665.59178464304
911.991526588846,328.67540517154,279.131404923621,1668.7748885257
798.829656083009,296.076610240221,278.934318971312,1672.84431417413
695.097941452659,266.194381553178,278.753656848361,1676.57462101852
600.796382697796,239.028719110413,278.589418554769,1679.96580905888
515.924979818418,214.579622911923,278.441604090537,1683.0178782952
440.483732814527,192.84709295771,278.310213455663,1685.73082872748
374.472641686122,173.831129247774,278.195246650149,1688.10466035573
317.891706433204,157.531731782114,278.096703673994,1690.13937317994
270.740927055771,143.948900560731,278.014584527198,1691.83496720012
233.020303553826,133.082635583624,277.948889209761,1693.19144241626
204.729835927367,124.932936850794,277.899617721684,1694.20879882836
185.869524176394,119.499804362241,277.866770062965,1694.88703643643
176.439368300907,116.783238117965,277.850346233606,1695.22615524047
